"Feature","Feature Name","Target","Total Amount","Contributing Amount Held","Occurrence Target ","Occurrences Held","Target Met","Target available","Amount Held available","Contributing Amount Held available","Occurrence Target available","Occurrences Held available","Target Met available","Target partial","Amount Held partial","Contributing Amount Held partial","Occurrence Target partial","Occurrences Held partial","Target Met partial","Target reserved","Amount Held reserved","Contributing Amount Held reserved","Occurrence Target reserved","Occurrences Held reserved","Target Met reserved",MPM
28,ECHINODERM,30.912000,103.040000,30.980000,0,39,yes,0.000000,69.710000,0.000000,0.000000,105.000000,,0.000000,11.750000,9.400000,0.000000,12.000000,,0.000000,21.580000,21.580000,0.000000,27.000000,,1.000000
27,SAND,142.317000,474.390000,172.280000,0,335,yes,0.000000,297.980000,0.000000,0.000000,567.000000,,0.000000,20.650000,16.520000,0.000000,63.000000,,0.000000,155.760000,155.760000,0.000000,272.000000,,1.000000
26,REEFAWASH,64.260000,214.200000,52.526000,0,200,no,0.000000,158.710000,0.000000,0.000000,477.000000,,0.000000,14.820000,11.856000,0.000000,61.000000,,0.000000,40.670000,40.670000,0.000000,139.000000,,0.817398
25,REEF,328.281000,1094.270000,328.294000,0,553,yes,0.000000,742.520000,0.000000,0.000000,1222.000000,,0.000000,117.280000,93.824000,0.000000,164.000000,,0.000000,234.470000,234.470000,0.000000,389.000000,,1.000000
24,MOLLUSCS2,48.978000,163.260000,49.638000,0,75,yes,0.000000,109.300000,0.000000,0.000000,138.000000,,0.000000,21.610000,17.288000,0.000000,28.000000,,0.000000,32.350000,32.350000,0.000000,47.000000,,1.000000
23,MOLLUSCS1,13.245000,44.150000,13.378000,0,22,yes,0.000000,30.570000,0.000000,0.000000,53.000000,,0.000000,1.010000,0.808000,0.000000,3.000000,,0.000000,12.570000,12.570000,0.000000,19.000000,,1.000000
22,SEAGR_REEF,72.204000,240.680000,65.422000,0,145,no,0.000000,169.480000,0.000000,0.000000,294.000000,,0.000000,28.890000,23.112000,0.000000,55.000000,,0.000000,42.310000,42.310000,0.000000,90.000000,,0.906072
21,ISLNDISLET,0.792000,2.640000,1.322000,0,17,yes,0.000000,1.300000,0.000000,0.000000,31.000000,,0.000000,0.090000,0.072000,0.000000,2.000000,,0.000000,1.250000,1.250000,0.000000,15.000000,,1.000000
20,INTERLEDGE,28.209000,94.030000,21.552000,0,110,no,0.000000,71.360000,0.000000,0.000000,309.000000,,0.000000,5.590000,4.472000,0.000000,28.000000,,0.000000,17.080000,17.080000,0.000000,82.000000,,0.764011
19,CORAL3,93.045000,310.150000,81.872000,0,132,no,0.000000,223.510000,0.000000,0.000000,317.000000,,0.000000,23.840000,19.072000,0.000000,30.000000,,0.000000,62.800000,62.800000,0.000000,102.000000,,0.879918
18,CORAL2,26.310000,87.700000,15.792000,0,39,no,0.000000,71.160000,0.000000,0.000000,108.000000,,0.000000,3.740000,2.992000,0.000000,10.000000,,0.000000,12.800000,12.800000,0.000000,29.000000,,0.600228
17,CORAL1,74.082000,246.940000,74.126000,0,108,yes,0.000000,166.520000,0.000000,0.000000,273.000000,,0.000000,31.470000,25.176000,0.000000,43.000000,,0.000000,48.950000,48.950000,0.000000,65.000000,,1.000000
16,RSF,0.144000,0.480000,0.144000,0,1,yes,0.000000,0.300000,0.000000,0.000000,8.000000,,0.000000,0.180000,0.144000,0.000000,1.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000
15,PARDUNES,0.381000,1.270000,0.484000,0,4,yes,0.000000,0.720000,0.000000,0.000000,14.000000,,0.000000,0.330000,0.264000,0.000000,2.000000,,0.000000,0.220000,0.220000,0.000000,2.000000,,1.000000
14,PUD,4.746000,15.820000,6.854000,0,53,yes,0.000000,8.690000,0.000000,0.000000,107.000000,,0.000000,1.380000,1.104000,0.000000,11.000000,,0.000000,5.750000,5.750000,0.000000,42.000000,,1.000000
