"Feature","Feature Name","Target","Total Amount","Contributing Amount Held","Occurrence Target ","Occurrences Held","Target Met","Target available","Amount Held available","Contributing Amount Held available","Occurrence Target available","Occurrences Held available","Target Met available","Target partial","Amount Held partial","Contributing Amount Held partial","Occurrence Target partial","Occurrences Held partial","Target Met partial","Target reserved","Amount Held reserved","Contributing Amount Held reserved","Occurrence Target reserved","Occurrences Held reserved","Target Met reserved",MPM
28,ECHINODERM,30.912000,103.040000,31.086000,0,40,yes,0.000000,70.820000,0.000000,0.000000,104.000000,,0.000000,5.670000,4.536000,0.000000,7.000000,,0.000000,26.550000,26.550000,0.000000,33.000000,,1.000000
27,SAND,142.317000,474.390000,115.174000,0,269,no,0.000000,351.510000,0.000000,0.000000,633.000000,,0.000000,38.530000,30.824000,0.000000,77.000000,,0.000000,84.350000,84.350000,0.000000,192.000000,,0.809278
26,REEFAWASH,64.260000,214.200000,47.020000,0,176,no,0.000000,164.210000,0.000000,0.000000,501.000000,,0.000000,14.850000,11.880000,0.000000,47.000000,,0.000000,35.140000,35.140000,0.000000,129.000000,,0.731715
25,REEF,328.281000,1094.270000,328.558000,0,532,yes,0.000000,750.960000,0.000000,0.000000,1243.000000,,0.000000,73.760000,59.008000,0.000000,124.000000,,0.000000,269.550000,269.550000,0.000000,408.000000,,1.000000
24,MOLLUSCS2,48.978000,163.260000,49.176000,0,72,yes,0.000000,107.770000,0.000000,0.000000,141.000000,,0.000000,31.570000,25.256000,0.000000,41.000000,,0.000000,23.920000,23.920000,0.000000,31.000000,,1.000000
23,MOLLUSCS1,13.245000,44.150000,13.246000,0,26,yes,0.000000,29.920000,0.000000,0.000000,49.000000,,0.000000,4.920000,3.936000,0.000000,6.000000,,0.000000,9.310000,9.310000,0.000000,20.000000,,1.000000
22,SEAGR_REEF,72.204000,240.680000,49.562000,0,118,no,0.000000,188.620000,0.000000,0.000000,321.000000,,0.000000,12.490000,9.992000,0.000000,28.000000,,0.000000,39.570000,39.570000,0.000000,90.000000,,0.686416
21,ISLNDISLET,0.792000,2.640000,1.182000,0,19,yes,0.000000,1.260000,0.000000,0.000000,29.000000,,0.000000,0.990000,0.792000,0.000000,9.000000,,0.000000,0.390000,0.390000,0.000000,10.000000,,1.000000
20,INTERLEDGE,28.209000,94.030000,23.690000,0,100,no,0.000000,69.320000,0.000000,0.000000,319.000000,,0.000000,5.100000,4.080000,0.000000,29.000000,,0.000000,19.610000,19.610000,0.000000,71.000000,,0.839803
19,CORAL3,93.045000,310.150000,82.718000,0,138,no,0.000000,219.370000,0.000000,0.000000,311.000000,,0.000000,40.310000,32.248000,0.000000,53.000000,,0.000000,50.470000,50.470000,0.000000,85.000000,,0.889011
18,CORAL2,26.310000,87.700000,16.514000,0,36,no,0.000000,68.560000,0.000000,0.000000,111.000000,,0.000000,13.130000,10.504000,0.000000,24.000000,,0.000000,6.010000,6.010000,0.000000,12.000000,,0.627670
17,CORAL1,74.082000,246.940000,74.530000,0,102,yes,0.000000,171.160000,0.000000,0.000000,279.000000,,0.000000,6.250000,5.000000,0.000000,8.000000,,0.000000,69.530000,69.530000,0.000000,94.000000,,1.000000
16,RSF,0.144000,0.480000,0.150000,0,3,yes,0.000000,0.330000,0.000000,0.000000,6.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.150000,0.150000,0.000000,3.000000,,1.000000
15,PARDUNES,0.381000,1.270000,0.370000,0,3,no,0.000000,0.900000,0.000000,0.000000,15.000000,,0.000000,-0.000000,-0.000000,0.000000,0.000000,,0.000000,0.370000,0.370000,0.000000,3.000000,,0.971129
14,PUD,4.746000,15.820000,6.508000,0,51,yes,0.000000,8.880000,0.000000,0.000000,109.000000,,0.000000,2.160000,1.728000,0.000000,12.000000,,0.000000,4.780000,4.780000,0.000000,39.000000,,1.000000
13,BEACH,4.476000,14.920000,4.490000,0,35,yes,0.000000,9.950000,0.000000,0.000000,116.000000,,0.000000,2.400000,1.920000,0.000000,11.000000,,0.000000,2.570000,2.570000,0.000000,24.000000,,1.000000
12,APUF,0.294000,0.980000,0.258000,0,7,no,0.000000,0.680000,0.000000,0.000000,15.000000,,0.000000,0.210000,0.168000,0.000000,5.000000,,0.000000,0.090000,0.090000,0.000000,2.000000,,0.877551
11,ABAS,0.156000,0.520000,0.210000,0,3,yes,0.000000,0.310000,0.000000,0.000000,6.000000,,0.000000,-0.000000,-0.000000,0.000000,0.000000,,0.000000,0.210000,0.210000,0.000000,3.000000,,1.000000
10,DEEP,11.931000,39.770000,11.934000,0,17,yes,0.000000,27.740000,0.000000,0.000000,47.000000,,0.000000,0.480000,0.384000,0.000000,1.000000,,0.000000,11.550000,11.550000,0.000000,16.000000,,1.000000
9,MEDIUM,261.228000,870.760000,188.780000,0,317,no,0.000000,673.610000,0.000000,0.000000,1115.000000,,0.000000,41.850000,33.480000,0.000000,75.000000,,0.000000,155.300000,155.300000,0.000000,242.000000,,0.722664
8,SHALLOW,419.085000,1396.950000,390.908000,0,548,no,0.000000,979.070000,0.000000,0.000000,1352.000000,,0.000000,134.860000,107.888000,0.000000,166.000000,,0.000000,283.020000,283.020000,0.000000,382.000000,,0.932765
7,INVERT,161.826000,539.420000,161.860000,0,194,yes,0.000000,372.540000,0.000000,0.000000,465.000000,,0.000000,25.100000,20.080000,0.000000,31.000000,,0.000000,141.780000,141.780000,0.000000,163.000000,,1.000000
6,FISH3,9.270000,30.900000,9.350000,0,19,yes,0.000000,21.420000,0.000000,0.000000,37.000000,,0.000000,0.650000,0.520000,0.000000,2.000000,,0.000000,8.830000,8.830000,0.000000,17.000000,,1.000000
5,FISH2,5.616000,18.720000,0.352000,0,1,no,0.000000,18.280000,0.000000,0.000000,31.000000,,0.000000,0.440000,0.352000,0.000000,1.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,,0.062678
4,FISH1,16.698000,55.660000,17.040000,0,25,yes,0.000000,38.420000,0.000000,0.000000,57.000000,,0.000000,1.000000,0.800000,0.000000,1.000000,,0.000000,16.240000,16.240000,0.000000,24.000000,,1.000000
3,SEAGRASS2,12.810000,42.700000,18.090000,0,24,yes,0.000000,24.610000,0.000000,0.000000,39.000000,,0.000000,-0.000000,-0.000000,0.000000,0.000000,,0.000000,18.090000,18.090000,0.000000,24.000000,,1.000000
