"Feature","Feature Name","Target","Total Amount","Contributing Amount Held","Occurrence Target ","Occurrences Held","Target Met","Target available","Amount Held available","Contributing Amount Held available","Occurrence Target available","Occurrences Held available","Target Met available","Target partial","Amount Held partial","Contributing Amount Held partial","Occurrence Target partial","Occurrences Held partial","Target Met partial","Target reserved","Amount Held reserved","Contributing Amount Held reserved","Occurrence Target reserved","Occurrences Held reserved","Target Met reserved",MPM
28,ECHINODERM,30.912000,103.040000,31.514000,0,40,yes,0.000000,70.940000,0.000000,0.000000,104.000000,,0.000000,2.930000,2.344000,0.000000,4.000000,,0.000000,29.170000,29.170000,0.000000,36.000000,,1.000000
27,SAND,142.317000,474.390000,159.792000,0,318,yes,0.000000,307.130000,0.000000,0.000000,584.000000,,0.000000,37.340000,29.872000,0.000000,91.000000,,0.000000,129.920000,129.920000,0.000000,227.000000,,1.000000
26,REEFAWASH,64.260000,214.200000,51.298000,0,187,no,0.000000,158.840000,0.000000,0.000000,490.000000,,0.000000,20.310000,16.248000,0.000000,71.000000,,0.000000,35.050000,35.050000,0.000000,116.000000,,0.798288
25,REEF,328.281000,1094.270000,328.850000,0,551,yes,0.000000,747.240000,0.000000,0.000000,1224.000000,,0.000000,90.900000,72.720000,0.000000,153.000000,,0.000000,256.130000,256.130000,0.000000,398.000000,,1.000000
24,MOLLUSCS2,48.978000,163.260000,49.638000,0,70,yes,0.000000,110.320000,0.000000,0.000000,143.000000,,0.000000,16.510000,13.208000,0.000000,21.000000,,0.000000,36.430000,36.430000,0.000000,49.000000,,1.000000
23,MOLLUSCS1,13.245000,44.150000,13.302000,0,22,yes,0.000000,30.680000,0.000000,0.000000,53.000000,,0.000000,0.840000,0.672000,0.000000,1.000000,,0.000000,12.630000,12.630000,0.000000,21.000000,,1.000000
22,SEAGR_REEF,72.204000,240.680000,45.764000,0,117,no,0.000000,191.630000,0.000000,0.000000,322.000000,,0.000000,16.430000,13.144000,0.000000,45.000000,,0.000000,32.620000,32.620000,0.000000,72.000000,,0.633815
21,ISLNDISLET,0.792000,2.640000,1.550000,0,21,yes,0.000000,1.080000,0.000000,0.000000,27.000000,,0.000000,0.050000,0.040000,0.000000,4.000000,,0.000000,1.510000,1.510000,0.000000,17.000000,,1.000000
20,INTERLEDGE,28.209000,94.030000,23.714000,0,115,no,0.000000,68.900000,0.000000,0.000000,304.000000,,0.000000,7.080000,5.664000,0.000000,31.000000,,0.000000,18.050000,18.050000,0.000000,84.000000,,0.840654
19,CORAL3,93.045000,310.150000,83.000000,0,129,no,0.000000,220.950000,0.000000,0.000000,320.000000,,0.000000,31.000000,24.800000,0.000000,45.000000,,0.000000,58.200000,58.200000,0.000000,84.000000,,0.892041
18,CORAL2,26.310000,87.700000,23.052000,0,45,no,0.000000,64.120000,0.000000,0.000000,102.000000,,0.000000,2.640000,2.112000,0.000000,4.000000,,0.000000,20.940000,20.940000,0.000000,41.000000,,0.876169
17,CORAL1,74.082000,246.940000,74.322000,0,105,yes,0.000000,167.020000,0.000000,0.000000,276.000000,,0.000000,27.990000,22.392000,0.000000,34.000000,,0.000000,51.930000,51.930000,0.000000,71.000000,,1.000000
16,RSF,0.144000,0.480000,0.144000,0,1,no,0.000000,0.300000,0.000000,0.000000,8.000000,,0.000000,0.180000,0.144000,0.000000,1.000000,,0.000000,-0.000000,-0.000000,0.000000,0.000000,,1.000000
15,PARDUNES,0.381000,1.270000,0.454000,0,4,yes,0.000000,0.750000,0.000000,0.000000,14.000000,,0.000000,0.330000,0.264000,0.000000,2.000000,,0.000000,0.190000,0.190000,0.000000,2.000000,,1.000000
14,PUD,4.746000,15.820000,6.878000,0,58,yes,0.000000,8.340000,0.000000,0.000000,102.000000,,0.000000,3.010000,2.408000,0.000000,20.000000,,0.000000,4.470000,4.470000,0.000000,38.000000,,1.000000
13,BEACH,4.476000,14.920000,4.476000,0,40,no,0.000000,9.950000,0.000000,0.000000,111.000000,,0.000000,2.470000,1.976000,0.000000,18.000000,,0.000000,2.500000,2.500000,0.000000,22.000000,,1.000000
12,APUF,0.294000,0.980000,0.510000,0,9,yes,0.000000,0.470000,0.000000,0.000000,13.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.510000,0.510000,0.000000,9.000000,,1.000000
11,ABAS,0.156000,0.520000,0.300000,0,4,yes,0.000000,0.220000,0.000000,0.000000,5.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.300000,0.300000,0.000000,4.000000,,1.000000
10,DEEP,11.931000,39.770000,12.040000,0,17,yes,0.000000,27.690000,0.000000,0.000000,47.000000,,0.000000,0.200000,0.160000,0.000000,1.000000,,0.000000,11.880000,11.880000,0.000000,16.000000,,1.000000
9,MEDIUM,261.228000,870.760000,208.042000,0,343,no,0.000000,652.900000,0.000000,0.000000,1089.000000,,0.000000,49.090000,39.272000,0.000000,76.000000,,0.000000,168.770000,168.770000,0.000000,267.000000,,0.796400
8,SHALLOW,419.085000,1396.950000,399.926000,0,563,no,0.000000,971.610000,0.000000,0.000000,1337.000000,,0.000000,127.070000,101.656000,0.000000,163.000000,,0.000000,298.270000,298.270000,0.000000,400.000000,,0.954284
7,INVERT,161.826000,539.420000,161.996000,0,203,yes,0.000000,369.240000,0.000000,0.000000,456.000000,,0.000000,40.920000,32.736000,0.000000,47.000000,,0.000000,129.260000,129.260000,0.000000,156.000000,,1.000000
6,FISH3,9.270000,30.900000,10.308000,0,21,yes,0.000000,20.200000,0.000000,0.000000,35.000000,,0.000000,1.960000,1.568000,0.000000,2.000000,,0.000000,8.740000,8.740000,0.000000,19.000000,,1.000000
5,FISH2,5.616000,18.720000,1.250000,0,2,no,0.000000,17.270000,0.000000,0.000000,30.000000,,0.000000,1.000000,0.800000,0.000000,1.000000,,0.000000,0.450000,0.450000,0.000000,1.000000,,0.222578
4,FISH1,16.698000,55.660000,16.862000,0,27,yes,0.000000,36.760000,0.000000,0.000000,55.000000,,0.000000,10.190000,8.152000,0.000000,15.000000,,0.000000,8.710000,8.710000,0.000000,12.000000,,1.000000
3,SEAGRASS2,12.810000,42.700000,4.680000,0,11,no,0.000000,37.260000,0.000000,0.000000,52.000000,,0.000000,3.800000,3.040000,0.000000,7.000000,,0.000000,1.640000,1.640000,0.000000,4.000000,,0.365340
2,SEAGRASS1,19.134000,63.780000,0.270000,0,4,no,0.000000,63.510000,0.000000,0.000000,113.000000,,0.000000,-0.000000,-0.000000,0.000000,0.000000,,0.000000,0.270000,0.270000,0.000000,4.000000,,0.014111
1,SEAGRASS,51.012000,170.040000,28.192000,0,48,no,0.000000,140.750000,0.000000,0.000000,214.000000,,0.000000,5.490000,4.392000,0.000000,15.000000,,0.000000,23.800000,23.800000,0.000000,33.000000,,0.552654
