"Feature","Feature Name","Target","Total Amount","Contributing Amount Held","Occurrence Target ","Occurrences Held","Target Met","Target available","Amount Held available","Contributing Amount Held available","Occurrence Target available","Occurrences Held available","Target Met available","Target partial","Amount Held partial","Contributing Amount Held partial","Occurrence Target partial","Occurrences Held partial","Target Met partial","Target reserved","Amount Held reserved","Contributing Amount Held reserved","Occurrence Target reserved","Occurrences Held reserved","Target Met reserved",MPM
28,ECHINODERM,30.912000,103.040000,30.958000,0,40,yes,0.000000,70.390000,0.000000,0.000000,104.000000,,0.000000,8.460000,6.768000,0.000000,11.000000,,0.000000,24.190000,24.190000,0.000000,29.000000,,1.000000
27,SAND,142.317000,474.390000,169.852000,0,337,yes,0.000000,298.750000,0.000000,0.000000,565.000000,,0.000000,28.940000,23.152000,0.000000,54.000000,,0.000000,146.700000,146.700000,0.000000,283.000000,,1.000000
26,REEFAWASH,64.260000,214.200000,54.450000,0,199,no,0.000000,158.440000,0.000000,0.000000,478.000000,,0.000000,6.550000,5.240000,0.000000,20.000000,,0.000000,49.210000,49.210000,0.000000,179.000000,,0.847339
25,REEF,328.281000,1094.270000,328.326000,0,557,yes,0.000000,753.090000,0.000000,0.000000,1218.000000,,0.000000,64.270000,51.416000,0.000000,100.000000,,0.000000,276.910000,276.910000,0.000000,457.000000,,1.000000
24,MOLLUSCS2,48.978000,163.260000,49.272000,0,70,yes,0.000000,110.790000,0.000000,0.000000,143.000000,,0.000000,15.990000,12.792000,0.000000,22.000000,,0.000000,36.480000,36.480000,0.000000,48.000000,,1.000000
23,MOLLUSCS1,13.245000,44.150000,13.640000,0,20,yes,0.000000,30.150000,0.000000,0.000000,55.000000,,0.000000,1.800000,1.440000,0.000000,4.000000,,0.000000,12.200000,12.200000,0.000000,16.000000,,1.000000
22,SEAGR_REEF,72.204000,240.680000,66.714000,0,142,no,0.000000,173.140000,0.000000,0.000000,297.000000,,0.000000,4.130000,3.304000,0.000000,14.000000,,0.000000,63.410000,63.410000,0.000000,128.000000,,0.923965
21,ISLNDISLET,0.792000,2.640000,1.186000,0,17,yes,0.000000,1.450000,0.000000,0.000000,31.000000,,0.000000,0.020000,0.016000,0.000000,2.000000,,0.000000,1.170000,1.170000,0.000000,15.000000,,1.000000
20,INTERLEDGE,28.209000,94.030000,26.288000,0,116,no,0.000000,67.270000,0.000000,0.000000,303.000000,,0.000000,2.360000,1.888000,0.000000,12.000000,,0.000000,24.400000,24.400000,0.000000,104.000000,,0.931901
19,CORAL3,93.045000,310.150000,82.362000,0,130,no,0.000000,225.340000,0.000000,0.000000,319.000000,,0.000000,12.240000,9.792000,0.000000,20.000000,,0.000000,72.570000,72.570000,0.000000,110.000000,,0.885185
18,CORAL2,26.310000,87.700000,20.040000,0,38,no,0.000000,67.660000,0.000000,0.000000,109.000000,,0.000000,-0.000000,-0.000000,0.000000,0.000000,,0.000000,20.040000,20.040000,0.000000,38.000000,,0.761688
17,CORAL1,74.082000,246.940000,74.226000,0,102,yes,0.000000,171.310000,0.000000,0.000000,279.000000,,0.000000,7.020000,5.616000,0.000000,8.000000,,0.000000,68.610000,68.610000,0.000000,94.000000,,1.000000
