"Feature","Feature Name","Target","Total Amount","Contributing Amount Held","Occurrence Target ","Occurrences Held","Target Met","Target available","Amount Held available","Contributing Amount Held available","Occurrence Target available","Occurrences Held available","Target Met available","Target partial","Amount Held partial","Contributing Amount Held partial","Occurrence Target partial","Occurrences Held partial","Target Met partial","Target reserved","Amount Held reserved","Contributing Amount Held reserved","Occurrence Target reserved","Occurrences Held reserved","Target Met reserved",MPM
28,ECHINODERM,30.912000,103.040000,31.100000,0,40,yes,0.000000,68.220000,0.000000,0.000000,104.000000,,0.000000,18.600000,14.880000,0.000000,20.000000,,0.000000,16.220000,16.220000,0.000000,20.000000,,1.000000
27,SAND,142.317000,474.390000,171.292000,0,343,yes,0.000000,299.000000,0.000000,0.000000,559.000000,,0.000000,20.490000,16.392000,0.000000,55.000000,,0.000000,154.900000,154.900000,0.000000,288.000000,,1.000000
26,REEFAWASH,64.260000,214.200000,52.422000,0,199,no,0.000000,158.730000,0.000000,0.000000,478.000000,,0.000000,15.240000,12.192000,0.000000,48.000000,,0.000000,40.230000,40.230000,0.000000,151.000000,,0.815780
25,REEF,328.281000,1094.270000,328.720000,0,568,yes,0.000000,739.780000,0.000000,0.000000,1207.000000,,0.000000,128.850000,103.080000,0.000000,181.000000,,0.000000,225.640000,225.640000,0.000000,387.000000,,1.000000
24,MOLLUSCS2,48.978000,163.260000,50.750000,0,67,yes,0.000000,111.860000,0.000000,0.000000,146.000000,,0.000000,3.250000,2.600000,0.000000,5.000000,,0.000000,48.150000,48.150000,0.000000,62.000000,,1.000000
23,MOLLUSCS1,13.245000,44.150000,13.674000,0,21,yes,0.000000,29.570000,0.000000,0.000000,54.000000,,0.000000,4.530000,3.624000,0.000000,6.000000,,0.000000,10.050000,10.050000,0.000000,15.000000,,1.000000
22,SEAGR_REEF,72.204000,240.680000,67.068000,0,143,no,0.000000,171.580000,0.000000,0.000000,296.000000,,0.000000,10.160000,8.128000,0.000000,24.000000,,0.000000,58.940000,58.940000,0.000000,119.000000,,0.928868
21,ISLNDISLET,0.792000,2.640000,1.442000,0,19,yes,0.000000,1.160000,0.000000,0.000000,29.000000,,0.000000,0.190000,0.152000,0.000000,5.000000,,0.000000,1.290000,1.290000,0.000000,14.000000,,1.000000
20,INTERLEDGE,28.209000,94.030000,23.800000,0,114,no,0.000000,68.530000,0.000000,0.000000,305.000000,,0.000000,8.500000,6.800000,0.000000,36.000000,,0.000000,17.000000,17.000000,0.000000,78.000000,,0.843702
19,CORAL3,93.045000,310.150000,78.314000,0,127,no,0.000000,225.950000,0.000000,0.000000,322.000000,,0.000000,29.430000,23.544000,0.000000,49.000000,,0.000000,54.770000,54.770000,0.000000,78.000000,,0.841679
18,CORAL2,26.310000,87.700000,17.012000,0,39,no,0.000000,69.190000,0.000000,0.000000,108.000000,,0.000000,7.490000,5.992000,0.000000,14.000000,,0.000000,11.020000,11.020000,0.000000,25.000000,,0.646598
17,CORAL1,74.082000,246.940000,74.540000,0,106,yes,0.000000,166.010000,0.000000,0.000000,275.000000,,0.000000,31.950000,25.560000,0.000000,43.000000,,0.000000,48.980000,48.980000,0.000000,63.000000,,1.000000
16,RSF,0.144000,0.480000,0.152000,0,3,yes,0.000000,0.310000,0.000000,0.000000,6.000000,,0.000000,0.090000,0.072000,0.000000,1.000000,,0.000000,0.080000,0.080000,0.000000,2.000000,,1.000000
15,PARDUNES,0.381000,1.270000,0.538000,0,5,yes,0.000000,0.630000,0.000000,0.000000,13.000000,,0.000000,0.510000,0.408000,0.000000,3.000000,,0.000000,0.130000,0.130000,0.000000,2.000000,,1.000000
14,PUD,4.746000,15.820000,5.728000,0,49,yes,0.000000,9.650000,0.000000,0.000000,111.000000,,0.000000,2.210000,1.768000,0.000000,16.000000,,0.000000,3.960000,3.960000,0.000000,33.000000,,1.000000
13,BEACH,4.476000,14.920000,4.490000,0,40,yes,0.000000,9.890000,0.000000,0.000000,111.000000,,0.000000,2.700000,2.160000,0.000000,19.000000,,0.000000,2.330000,2.330000,0.000000,21.000000,,1.000000
12,APUF,0.294000,0.980000,0.442000,0,9,yes,0.000000,0.510000,0.000000,0.000000,13.000000,,0.000000,0.140000,0.112000,0.000000,3.000000,,0.000000,0.330000,0.330000,0.000000,6.000000,,1.000000
11,ABAS,0.156000,0.520000,0.176000,0,2,yes,0.000000,0.340000,0.000000,0.000000,7.000000,,0.000000,0.020000,0.016000,0.000000,1.000000,,0.000000,0.160000,0.160000,0.000000,1.000000,,1.000000
10,DEEP,11.931000,39.770000,12.060000,0,15,yes,0.000000,26.510000,0.000000,0.000000,49.000000,,0.000000,6.000000,4.800000,0.000000,6.000000,,0.000000,7.260000,7.260000,0.000000,9.000000,,1.000000
9,MEDIUM,261.228000,870.760000,220.700000,0,372,no,0.000000,640.390000,0.000000,0.000000,1060.000000,,0.000000,48.350000,38.680000,0.000000,78.000000,,0.000000,182.020000,182.020000,0.000000,294.000000,,0.844856
8,SHALLOW,419.085000,1396.950000,420.814000,0,583,yes,0.000000,948.880000,0.000000,0.000000,1317.000000,,0.000000,136.280000,109.024000,0.000000,173.000000,,0.000000,311.790000,311.790000,0.000000,410.000000,,1.000000
7,INVERT,161.826000,539.420000,162.078000,0,199,yes,0.000000,362.870000,0.000000,0.000000,460.000000,,0.000000,72.360000,57.888000,0.000000,82.000000,,0.000000,104.190000,104.190000,0.000000,117.000000,,1.000000
6,FISH3,9.270000,30.900000,10.110000,0,19,yes,0.000000,19.530000,0.000000,0.000000,37.000000,,0.000000,6.300000,5.040000,0.000000,11.000000,,0.000000,5.070000,5.070000,0.000000,8.000000,,1.000000
5,FISH2,5.616000,18.720000,0.360000,0,1,no,0.000000,18.270000,0.000000,0.000000,31.000000,,0.000000,0.450000,0.360000,0.000000,1.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,,0.064103
4,FISH1,16.698000,55.660000,16.882000,0,26,yes,0.000000,37.110000,0.000000,0.000000,56.000000,,0.000000,8.340000,6.672000,0.000000,12.000000,,0.000000,10.210000,10.210000,0.000000,14.000000,,1.000000
3,SEAGRASS2,12.810000,42.700000,10.472000,0,19,no,0.000000,29.610000,0.000000,0.000000,44.000000,,0.000000,13.090000,10.472000,0.000000,19.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,,0.817486
2,SEAGRASS1,19.134000,63.780000,0.402000,0,5,no,0.000000,63.340000,0.000000,0.000000,112.000000,,0.000000,0.190000,0.152000,0.000000,2.000000,,0.000000,0.250000,0.250000,0.000000,3.000000,,0.021010
1,SEAGRASS,51.012000,170.040000,29.008000,0,50,no,0.000000,140.700000,0.000000,0.000000,212.000000,,0.000000,1.660000,1.328000,0.000000,5.000000,,0.000000,27.680000,27.680000,0.000000,45.000000,,0.568651
