"Feature","Feature Name","Target","Total Amount","Contributing Amount Held","Occurrence Target ","Occurrences Held","Target Met","Target available","Amount Held available","Contributing Amount Held available","Occurrence Target available","Occurrences Held available","Target Met available","Target partial","Amount Held partial","Contributing Amount Held partial","Occurrence Target partial","Occurrences Held partial","Target Met partial","Target reserved","Amount Held reserved","Contributing Amount Held reserved","Occurrence Target reserved","Occurrences Held reserved","Target Met reserved",MPM
28,ECHINODERM,30.912000,103.040000,30.982000,0,40,yes,0.000000,69.740000,0.000000,0.000000,104.000000,,0.000000,11.590000,9.272000,0.000000,13.000000,,0.000000,21.710000,21.710000,0.000000,27.000000,,1.000000
27,SAND,142.317000,474.390000,202.600000,0,386,yes,0.000000,244.530000,0.000000,0.000000,516.000000,,0.000000,136.300000,109.040000,0.000000,204.000000,,0.000000,93.560000,93.560000,0.000000,182.000000,,1.000000
26,REEFAWASH,64.260000,214.200000,39.826000,0,168,no,0.000000,170.160000,0.000000,0.000000,509.000000,,0.000000,21.070000,16.856000,0.000000,85.000000,,0.000000,22.970000,22.970000,0.000000,83.000000,,0.619763
25,REEF,328.281000,1094.270000,328.806000,0,557,yes,0.000000,734.510000,0.000000,0.000000,1218.000000,,0.000000,154.770000,123.816000,0.000000,234.000000,,0.000000,204.990000,204.990000,0.000000,323.000000,,1.000000
24,MOLLUSCS2,48.978000,163.260000,49.512000,0,71,yes,0.000000,111.110000,0.000000,0.000000,142.000000,,0.000000,13.190000,10.552000,0.000000,19.000000,,0.000000,38.960000,38.960000,0.000000,52.000000,,1.000000
23,MOLLUSCS1,13.245000,44.150000,14.076000,0,23,yes,0.000000,30.070000,0.000000,0.000000,52.000000,,0.000000,0.020000,0.016000,0.000000,1.000000,,0.000000,14.060000,14.060000,0.000000,22.000000,,1.000000
22,SEAGR_REEF,72.204000,240.680000,74.062000,0,164,yes,0.000000,156.950000,0.000000,0.000000,275.000000,,0.000000,48.340000,38.672000,0.000000,89.000000,,0.000000,35.390000,35.390000,0.000000,75.000000,,1.000000
21,ISLNDISLET,0.792000,2.640000,1.130000,0,20,yes,0.000000,1.310000,0.000000,0.000000,28.000000,,0.000000,1.000000,0.800000,0.000000,10.000000,,0.000000,0.330000,0.330000,0.000000,10.000000,,1.000000
20,INTERLEDGE,28.209000,94.030000,25.152000,0,115,no,0.000000,67.350000,0.000000,0.000000,304.000000,,0.000000,7.640000,6.112000,0.000000,42.000000,,0.000000,19.040000,19.040000,0.000000,73.000000,,0.891630
19,CORAL3,93.045000,310.150000,89.766000,0,148,no,0.000000,207.750000,0.000000,0.000000,301.000000,,0.000000,63.170000,50.536000,0.000000,87.000000,,0.000000,39.230000,39.230000,0.000000,61.000000,,0.964759
18,CORAL2,26.310000,87.700000,12.250000,0,29,no,0.000000,73.920000,0.000000,0.000000,118.000000,,0.000000,7.650000,6.120000,0.000000,14.000000,,0.000000,6.130000,6.130000,0.000000,15.000000,,0.465602
17,CORAL1,74.082000,246.940000,74.664000,0,114,yes,0.000000,166.120000,0.000000,0.000000,267.000000,,0.000000,30.780000,24.624000,0.000000,40.000000,,0.000000,50.040000,50.040000,0.000000,74.000000,,1.000000
16,RSF,0.144000,0.480000,0.146000,0,3,yes,0.000000,0.320000,0.000000,0.000000,6.000000,,0.000000,0.070000,0.056000,0.000000,2.000000,,0.000000,0.090000,0.090000,0.000000,1.000000,,1.000000
15,PARDUNES,0.381000,1.270000,0.528000,0,4,yes,0.000000,0.640000,0.000000,0.000000,14.000000,,0.000000,0.510000,0.408000,0.000000,3.000000,,0.000000,0.120000,0.120000,0.000000,1.000000,,1.000000
14,PUD,4.746000,15.820000,5.390000,0,46,yes,0.000000,9.960000,0.000000,0.000000,114.000000,,0.000000,2.350000,1.880000,0.000000,17.000000,,0.000000,3.510000,3.510000,0.000000,29.000000,,1.000000
13,BEACH,4.476000,14.920000,4.484000,0,40,yes,0.000000,9.940000,0.000000,0.000000,111.000000,,0.000000,2.480000,1.984000,0.000000,18.000000,,0.000000,2.500000,2.500000,0.000000,22.000000,,1.000000
12,APUF,0.294000,0.980000,0.442000,0,9,yes,0.000000,0.510000,0.000000,0.000000,13.000000,,0.000000,0.140000,0.112000,0.000000,3.000000,,0.000000,0.330000,0.330000,0.000000,6.000000,,1.000000
11,ABAS,0.156000,0.520000,0.296000,0,4,yes,0.000000,0.220000,0.000000,0.000000,5.000000,,0.000000,0.020000,0.016000,0.000000,1.000000,,0.000000,0.280000,0.280000,0.000000,3.000000,,1.000000
10,DEEP,11.931000,39.770000,12.100000,0,18,yes,0.000000,27.310000,0.000000,0.000000,46.000000,,0.000000,1.800000,1.440000,0.000000,2.000000,,0.000000,10.660000,10.660000,0.000000,16.000000,,1.000000
9,MEDIUM,261.228000,870.760000,242.354000,0,415,no,0.000000,605.000000,0.000000,0.000000,1017.000000,,0.000000,117.030000,93.624000,0.000000,180.000000,,0.000000,148.730000,148.730000,0.000000,235.000000,,0.927749
8,SHALLOW,419.085000,1396.950000,433.724000,0,636,yes,0.000000,910.840000,0.000000,0.000000,1264.000000,,0.000000,261.930000,209.544000,0.000000,328.000000,,0.000000,224.180000,224.180000,0.000000,308.000000,,1.000000
7,INVERT,161.826000,539.420000,162.080000,0,199,yes,0.000000,365.810000,0.000000,0.000000,460.000000,,0.000000,57.650000,46.120000,0.000000,66.000000,,0.000000,115.960000,115.960000,0.000000,133.000000,,1.000000
6,FISH3,9.270000,30.900000,9.364000,0,18,yes,0.000000,21.210000,0.000000,0.000000,38.000000,,0.000000,1.630000,1.304000,0.000000,4.000000,,0.000000,8.060000,8.060000,0.000000,14.000000,,1.000000
5,FISH2,5.616000,18.720000,0.360000,0,1,no,0.000000,18.270000,0.000000,0.000000,31.000000,,0.000000,0.450000,0.360000,0.000000,1.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,,0.064103
4,FISH1,16.698000,55.660000,17.290000,0,28,yes,0.000000,36.490000,0.000000,0.000000,54.000000,,0.000000,9.400000,7.520000,0.000000,15.000000,,0.000000,9.770000,9.770000,0.000000,13.000000,,1.000000
3,SEAGRASS2,12.810000,42.700000,13.672000,0,23,yes,0.000000,25.610000,0.000000,0.000000,40.000000,,0.000000,17.090000,13.672000,0.000000,23.000000,,0.000000,-0.000000,-0.000000,0.000000,0.000000,,1.000000
2,SEAGRASS1,19.134000,63.780000,1.096000,0,8,no,0.000000,62.640000,0.000000,0.000000,109.000000,,0.000000,0.220000,0.176000,0.000000,3.000000,,0.000000,0.920000,0.920000,0.000000,5.000000,,0.057280
1,SEAGRASS,51.012000,170.040000,28.754000,0,46,no,0.000000,140.300000,0.000000,0.000000,216.000000,,0.000000,4.930000,3.944000,0.000000,14.000000,,0.000000,24.810000,24.810000,0.000000,32.000000,,0.563671
