planning.unit,number,available,partial,reserved
4486,100,100,0,0
4485,100,100,0,0
4484,100,100,0,0
4483,100,100,0,0
4481,100,0,56,44
4480,100,99,0,1
4479,100,100,0,0
4478,100,100,0,0
4477,100,100,0,0
4476,100,99,0,1
4475,100,96,3,1
4474,100,77,9,14
4473,100,9,31,60
4472,100,2,32,66
4471,100,85,6,9
4470,100,98,1,1
4469,100,100,0,0
4468,100,92,0,8
4467,100,100,0,0
4459,100,100,0,0
4458,100,99,0,1
4457,100,100,0,0
4456,100,97,0,3
4455,100,100,0,0
4454,100,9,28,63
4453,100,7,28,65
4452,100,13,27,60
4451,100,96,0,4
4450,100,93,0,7
4449,100,99,0,1
4448,100,100,0,0
4447,100,100,0,0
4446,100,100,0,0
4445,100,100,0,0
4444,100,100,0,0
4443,100,100,0,0
4442,100,100,0,0
4441,100,100,0,0
4440,100,100,0,0
4439,100,100,0,0
4438,100,100,0,0
4437,100,100,0,0
4436,100,100,0,0
4435,100,100,0,0
4434,100,100,0,0
4433,100,100,0,0
4432,100,100,0,0
4431,100,100,0,0
4430,100,100,0,0
4429,100,100,0,0
4428,100,99,0,1
4427,100,100,0,0
4426,100,100,0,0
4425,100,100,0,0
4424,100,100,0,0
4423,100,100,0,0
4422,100,100,0,0
4421,100,98,1,1
4420,100,14,10,76
4419,100,9,13,78
4418,100,20,10,70
4417,100,18,15,67
4416,100,24,18,58
4415,100,15,22,63
4414,100,18,16,66
4413,100,0,20,80
4405,100,98,0,2
4404,100,100,0,0
4403,100,1,36,63
4402,100,3,36,61
4401,100,5,36,59
4400,100,12,31,57
4399,100,15,26,59
4398,100,4,30,66
4397,100,12,24,64
4396,100,11,20,69
4395,100,7,23,70
4394,100,11,28,61
4393,100,12,32,56
4392,100,6,37,57
4391,100,8,38,54
4390,100,4,41,55
4389,100,17,34,49
4388,100,71,7,22
4387,100,68,2,30
4386,100,83,8,9
4385,100,74,19,7
4384,100,98,2,0
4383,100,100,0,0
4382,100,100,0,0
4381,100,100,0,0
4377,100,100,0,0
4376,100,98,0,2
4371,100,100,0,0
4370,100,100,0,0
4369,100,100,0,0
4368,100,100,0,0
4367,100,100,0,0
4366,100,100,0,0
4365,100,100,0,0
4364,100,100,0,0
4363,100,100,0,0
4362,100,100,0,0
4361,100,100,0,0
4358,100,100,0,0
4357,100,59,0,41
4356,100,95,0,5
4355,100,95,0,5
4352,100,99,0,1
4351,100,100,0,0
4350,100,100,0,0
4349,100,100,0,0
4348,100,100,0,0
4347,100,94,1,5
4346,100,9,26,65
4345,100,11,27,62
4344,100,15,26,59
4343,100,89,4,7
4342,100,100,0,0
4341,100,99,0,1
4340,100,98,0,2
4339,100,99,0,1
4338,100,100,0,0
4337,100,100,0,0
4336,100,100,0,0
4335,100,100,0,0
4334,100,100,0,0
4333,100,100,0,0
4332,100,100,0,0
4331,100,100,0,0
4330,100,100,0,0
4329,100,100,0,0
4328,100,100,0,0
4327,100,100,0,0
4326,100,100,0,0
4325,100,100,0,0
4324,100,100,0,0
4323,100,98,0,2
4322,100,99,0,1
4321,100,100,0,0
4320,100,99,0,1
4319,100,100,0,0
4318,100,100,0,0
4317,100,100,0,0
4316,100,100,0,0
4315,100,100,0,0
4314,100,100,0,0
4313,100,100,0,0
4312,100,45,9,46
4311,100,10,13,77
4310,100,12,12,76
4309,100,13,14,73
4308,100,12,22,66
4307,100,1,30,69
4306,100,6,27,67
4305,100,14,20,66
4304,100,5,18,77
4296,100,99,0,1
4295,100,100,0,0
4294,100,76,4,20
4293,100,13,30,57
4292,100,7,34,59
4291,100,10,30,60
4290,100,12,25,63
4289,100,5,29,66
4288,100,10,25,65
4287,100,8,21,71
4286,100,16,18,66
4285,100,11,24,65
4284,100,22,20,58
4283,100,25,18,57
4282,100,21,22,57
4281,100,18,25,57
4280,100,96,1,3
4279,100,99,0,1
4278,100,100,0,0
4277,100,100,0,0
4276,100,100,0,0
4275,100,100,0,0
4274,100,100,0,0
4273,100,100,0,0
4256,100,100,0,0
4255,100,100,0,0
4254,100,100,0,0
4252,100,100,0,0
4251,100,99,1,0
4250,100,100,0,0
4249,100,100,0,0
4248,100,100,0,0
4247,100,100,0,0
4246,100,39,0,61
4245,100,100,0,0
4244,100,100,0,0
4243,100,100,0,0
4242,100,100,0,0
4241,100,100,0,0
4240,100,100,0,0
4239,100,100,0,0
4238,100,100,0,0
4237,100,28,17,55
4236,100,63,8,29
4235,100,99,0,1
4234,100,100,0,0
4233,100,100,0,0
4232,100,100,0,0
4231,100,100,0,0
4230,100,99,0,1
4229,100,100,0,0
4228,100,100,0,0
4227,100,100,0,0
4226,100,100,0,0
4225,100,100,0,0
4224,100,100,0,0
4223,100,100,0,0
4222,100,100,0,0
4221,100,100,0,0
4220,100,100,0,0
4219,100,100,0,0
4218,100,100,0,0
4217,100,100,0,0
4216,100,100,0,0
4215,100,100,0,0
4214,100,100,0,0
4213,100,100,0,0
4212,100,99,0,1
4211,100,100,0,0
4210,100,100,0,0
4209,100,98,0,2
4208,100,100,0,0
4207,100,96,0,4
4206,100,100,0,0
4205,100,100,0,0
4204,100,97,0,3
4203,100,89,2,9
4202,100,8,16,76
4201,100,1,21,78
4200,100,5,18,77
4199,100,18,12,70
4198,100,12,22,66
4197,100,1,30,69
4196,100,0,30,70
4195,100,0,30,70
4186,100,100,0,0
4185,100,100,0,0
4184,100,100,0,0
4183,100,20,26,54
4182,100,5,34,61
4181,100,7,29,64
4180,100,8,27,65
4179,100,7,27,66
4178,100,9,24,67
4177,100,8,21,71
4176,100,7,21,72
4175,100,9,22,69
4174,100,8,20,72
4173,100,12,15,73
4172,100,18,14,68
4171,100,19,14,67
4170,100,24,11,65
4169,100,98,0,2
4168,100,100,0,0
4167,100,100,0,0
4166,100,100,0,0
4165,100,100,0,0
4164,100,45,17,38
4143,100,98,0,2
4142,100,100,0,0
4141,100,100,0,0
4140,100,100,0,0
4139,100,100,0,0
4138,100,100,0,0
4137,100,100,0,0
4136,100,100,0,0
4135,100,74,4,22
4134,100,100,0,0
4133,100,100,0,0
4132,100,100,0,0
4131,100,100,0,0
4130,100,100,0,0
4129,100,95,0,5
4128,100,50,2,48
4127,100,97,1,2
4126,100,100,0,0
4125,100,97,0,3
4124,100,100,0,0
4123,100,100,0,0
4122,100,100,0,0
4121,100,99,0,1
4120,100,100,0,0
4119,100,100,0,0
4118,100,100,0,0
4117,100,100,0,0
4116,100,100,0,0
4115,100,100,0,0
4114,100,100,0,0
4113,100,100,0,0
4112,100,100,0,0
4111,100,100,0,0
4110,100,100,0,0
4109,100,100,0,0
4108,100,100,0,0
4107,100,100,0,0
4106,100,100,0,0
4105,100,100,0,0
4104,100,100,0,0
4103,100,100,0,0
4102,100,76,3,21
4101,100,99,0,1
4100,100,100,0,0
4099,100,100,0,0
4098,100,99,0,1
4097,100,100,0,0
4096,100,99,0,1
4095,100,100,0,0
4094,100,9,16,75
4093,100,8,18,74
4092,100,11,15,74
4091,100,6,16,78
4090,100,7,16,77
4089,100,4,18,78
4088,100,21,11,68
4087,100,22,17,61
4086,100,20,17,63
4085,100,100,0,0
4084,100,100,0,0
4083,100,100,0,0
4074,100,100,0,0
4073,100,100,0,0
4072,100,100,0,0
4071,100,13,28,59
4070,100,7,28,65
4069,100,7,27,66
4068,100,8,25,67
4067,100,11,22,67
4066,100,2,25,73
4065,100,12,20,68
4064,100,4,23,73
4063,100,8,19,73
4062,100,11,13,76
4061,100,14,11,75
4060,100,9,12,79
4059,100,7,12,81
4058,100,86,0,14
4057,100,100,0,0
4056,100,100,0,0
4055,100,100,0,0
4054,100,100,0,0
4053,100,12,18,70
4033,100,100,0,0
4032,100,100,0,0
4031,100,100,0,0
4030,100,100,0,0
4029,100,100,0,0
4028,100,100,0,0
4027,100,100,0,0
4026,100,100,0,0
4025,100,56,9,35
4024,100,94,6,0
4023,100,100,0,0
4022,100,100,0,0
4021,100,100,0,0
4020,100,100,0,0
4019,100,100,0,0
4018,100,100,0,0
4017,100,100,0,0
4016,100,100,0,0
4015,100,99,0,1
4014,100,100,0,0
4013,100,100,0,0
4012,100,98,0,2
4011,100,100,0,0
4010,100,100,0,0
4009,100,100,0,0
4008,100,100,0,0
4007,100,100,0,0
4006,100,100,0,0
4005,100,100,0,0
4004,100,100,0,0
4003,100,100,0,0
4002,100,100,0,0
4001,100,96,2,2
4000,100,100,0,0
3999,100,100,0,0
3998,100,100,0,0
3997,100,100,0,0
3996,100,100,0,0
3995,100,100,0,0
3994,100,100,0,0
3993,100,100,0,0
3992,100,99,1,0
3991,100,71,3,26
3990,100,65,5,30
3989,100,66,4,30
3988,100,100,0,0
3987,100,100,0,0
3986,100,100,0,0
3985,100,98,0,2
3984,100,49,9,42
3983,100,34,12,54
3982,100,3,20,77
3981,100,2,22,76
3980,100,1,22,77
3979,100,16,14,70
3978,100,20,11,69
3977,100,28,8,64
3976,100,41,4,55
3975,100,50,4,46
3974,100,55,3,42
3973,100,100,0,0
3972,100,100,0,0
3971,100,100,0,0
3961,100,100,0,0
3960,100,100,0,0
3959,100,100,0,0
3958,100,100,0,0
3957,100,44,12,44
3956,100,44,12,44
3955,100,48,11,41
3954,100,100,0,0
3953,100,7,23,70
3952,100,3,23,74
3951,100,5,18,77
3950,100,7,14,79
3949,100,13,11,76
3948,100,6,14,80
3947,100,3,14,83
3946,100,77,0,23
3945,100,100,0,0
3944,100,100,0,0
3943,100,100,0,0
3942,100,100,0,0
3922,100,100,0,0
3921,100,100,0,0
3920,100,100,0,0
3919,100,100,0,0
3918,100,100,0,0
3917,100,100,0,0
3916,100,100,0,0
3915,100,100,0,0
3914,100,100,0,0
3913,100,95,3,2
3912,100,100,0,0
3911,100,100,0,0
3910,100,100,0,0
3909,100,100,0,0
3908,100,100,0,0
3907,100,100,0,0
3906,100,99,0,1
3905,100,100,0,0
3904,100,97,0,3
3903,100,96,0,4
3902,100,97,0,3
3901,100,97,0,3
3900,100,96,0,4
3899,100,97,0,3
3898,100,100,0,0
3897,100,100,0,0
3896,100,100,0,0
3895,100,100,0,0
3894,100,100,0,0
3893,100,100,0,0
3892,100,100,0,0
3891,100,100,0,0
3890,100,97,1,2
3889,100,96,2,2
3888,100,96,2,2
3887,100,100,0,0
3886,100,100,0,0
3885,100,100,0,0
3884,100,100,0,0
3883,100,100,0,0
3882,100,100,0,0
3881,100,100,0,0
3880,100,100,0,0
3879,100,16,25,59
3878,100,15,27,58
3877,100,12,27,61
3876,100,17,22,61
3875,100,100,0,0
3874,100,100,0,0
3873,100,100,0,0
3872,100,56,7,37
3871,100,38,9,53
3870,100,31,12,57
3869,100,9,17,74
3868,100,5,20,75
3867,100,5,21,74
3866,100,3,23,74
3865,100,5,21,74
3864,100,27,8,65
3863,100,45,4,51
3862,100,54,4,42
3861,100,67,2,31
3860,100,100,0,0
3859,100,100,0,0
3858,100,100,0,0
3847,100,100,0,0
3846,100,100,0,0
3845,100,100,0,0
3844,100,46,11,43
3843,100,46,11,43
3842,100,100,0,0
3841,100,100,0,0
3840,100,96,0,4
3839,100,12,16,72
3838,100,8,16,76
3837,100,9,12,79
3836,100,14,10,76
3835,100,13,10,77
3834,100,18,8,74
3833,100,100,0,0
3832,100,100,0,0
3831,100,100,0,0
3809,100,100,0,0
3808,100,100,0,0
3807,100,100,0,0
3806,100,100,0,0
3805,100,100,0,0
3804,100,100,0,0
3803,100,100,0,0
3802,100,100,0,0
3801,100,95,0,5
3800,100,89,1,10
3799,100,100,0,0
3798,100,100,0,0
3797,100,95,0,5
3796,100,100,0,0
3795,100,100,0,0
3794,100,100,0,0
3793,100,100,0,0
3792,100,98,0,2
3791,100,96,0,4
3790,100,97,0,3
3789,100,100,0,0
3788,100,75,2,23
3787,100,76,3,21
3786,100,97,1,2
3785,100,100,0,0
3784,100,100,0,0
3783,100,100,0,0
3782,100,100,0,0
3781,100,100,0,0
3780,100,100,0,0
3779,100,100,0,0
3778,100,97,1,2
3777,100,97,1,2
3776,100,97,1,2
3775,100,96,2,2
3774,100,96,2,2
3773,100,99,0,1
3772,100,100,0,0
3771,100,100,0,0
3770,100,100,0,0
3769,100,100,0,0
3768,100,100,0,0
3767,100,100,0,0
3766,100,89,3,8
3765,100,4,28,68
3764,100,6,29,65
3763,100,9,28,63
3762,100,8,25,67
3761,100,100,0,0
3760,100,69,3,28
3759,100,61,4,35
3758,100,42,8,50
3757,100,27,13,60
3756,100,21,16,63
3755,100,8,20,72
3754,100,6,19,75
3753,100,6,21,73
3752,100,3,23,74
3751,100,2,23,75
3750,100,27,8,65
3749,100,51,4,45
3748,100,68,1,31
3747,100,87,0,13
3746,100,100,0,0
3745,100,100,0,0
3744,100,100,0,0
3727,100,100,0,0
3726,100,100,0,0
3725,100,100,0,0
3724,100,100,0,0
3723,100,100,0,0
3722,100,100,0,0
3721,100,100,0,0
3720,100,100,0,0
3719,100,100,0,0
3718,100,100,0,0
3717,100,100,0,0
3695,100,100,0,0
3694,100,100,0,0
3693,100,100,0,0
3692,100,100,0,0
3691,100,100,0,0
3690,100,100,0,0
3689,100,100,0,0
3688,100,100,0,0
3687,100,87,0,13
3686,100,87,0,13
3685,100,91,0,9
3684,100,87,0,13
3683,100,99,0,1
3682,100,99,0,1
3681,100,100,0,0
3680,100,100,0,0
3679,100,93,0,7
3678,100,99,0,1
3677,100,100,0,0
3676,100,100,0,0
3675,100,100,0,0
3674,100,87,0,13
3673,100,91,0,9
3672,100,100,0,0
3671,100,100,0,0
3670,100,100,0,0
3669,100,100,0,0
3668,100,100,0,0
3667,100,100,0,0
3666,100,100,0,0
3665,100,100,0,0
3664,100,97,1,2
3663,100,97,1,2
3662,100,97,1,2
3661,100,97,1,2
3660,100,96,2,2
3659,100,96,2,2
3658,100,99,0,1
3657,100,100,0,0
3656,100,100,0,0
3655,100,100,0,0
3654,100,100,0,0
3653,100,100,0,0
3652,100,9,28,63
3651,100,6,27,67
3650,100,11,24,65
3649,100,9,27,64
3648,100,7,28,65
3647,100,1,28,71
3646,100,28,13,59
3645,100,39,9,52
3644,100,37,8,55
3643,100,17,15,68
3642,100,11,21,68
3641,100,11,23,66
3640,100,5,24,71
3639,100,12,19,69
3638,100,6,22,72
3637,100,4,23,73
3636,100,4,23,73
3635,100,28,8,64
3634,100,60,4,36
3633,100,83,1,16
3632,100,100,0,0
3631,100,100,0,0
3630,100,100,0,0
3629,100,100,0,0
3611,100,100,0,0
3610,100,100,0,0
3609,100,100,0,0
3608,100,100,0,0
3607,100,100,0,0
3606,100,100,0,0
3605,100,100,0,0
3604,100,100,0,0
3581,100,69,5,26
3580,100,70,5,25
3579,100,78,1,21
3578,100,98,0,2
3577,100,100,0,0
3576,100,100,0,0
3575,100,100,0,0
3574,100,100,0,0
3573,100,99,1,0
3572,100,99,0,1
3571,100,82,1,17
3570,100,78,1,21
3569,100,99,0,1
3568,100,100,0,0
3567,100,95,0,5
3566,100,98,0,2
3565,100,99,0,1
3564,100,100,0,0
3563,100,100,0,0
3562,100,100,0,0
3561,100,100,0,0
3560,100,100,0,0
3559,100,100,0,0
3558,100,100,0,0
3557,100,100,0,0
3556,100,100,0,0
3555,100,100,0,0
3554,100,100,0,0
3553,100,100,0,0
3552,100,100,0,0
3551,100,100,0,0
3550,100,97,1,2
3549,100,97,1,2
3548,100,97,1,2
3547,100,97,1,2
3546,100,96,2,2
3545,100,96,2,2
3544,100,98,0,2
3543,100,99,0,1
3542,100,100,0,0
3541,100,100,0,0
3540,100,100,0,0
3539,100,97,1,2
3538,100,7,29,64
3537,100,8,25,67
3536,100,16,22,62
3535,100,3,29,68
3534,100,4,29,67
3533,100,8,24,68
3532,100,25,13,62
3531,100,37,9,54
3530,100,29,12,59
3529,100,11,21,68
3528,100,5,26,69
3527,100,4,26,70
3526,100,9,22,69
3525,100,7,22,71
3524,100,6,23,71
3523,100,1,26,73
3522,100,3,24,73
3521,100,32,7,61
3520,100,100,0,0
3519,100,100,0,0
3518,100,100,0,0
3517,100,100,0,0
3516,100,100,0,0
3470,100,100,0,0
3469,100,71,1,28
3468,100,93,1,6
3467,100,100,0,0
3466,100,100,0,0
3465,100,100,0,0
3464,100,100,0,0
3463,100,100,0,0
3462,100,99,0,1
3461,100,97,0,3
3460,100,96,0,4
3459,100,92,0,8
3458,100,100,0,0
3457,100,97,0,3
3456,100,81,0,19
3455,100,100,0,0
3454,100,99,0,1
3453,100,96,0,4
3452,100,99,0,1
3451,100,98,0,2
3450,100,99,0,1
3449,100,100,0,0
3448,100,100,0,0
3447,100,100,0,0
3446,100,100,0,0
3445,100,99,0,1
3444,100,100,0,0
3443,100,100,0,0
3442,100,97,0,3
3441,100,100,0,0
3440,100,100,0,0
3439,100,100,0,0
3438,100,100,0,0
3437,100,100,0,0
3436,100,97,1,2
3435,100,97,1,2
3434,100,97,1,2
3433,100,97,1,2
3432,100,96,2,2
3431,100,96,2,2
3430,100,98,0,2
3429,100,98,0,2
3428,100,99,0,1
3427,100,100,0,0
3426,100,100,0,0
3425,100,100,0,0
3424,100,39,23,38
3423,100,4,26,70
3422,100,16,20,64
3421,100,10,26,64
3420,100,7,28,65
3419,100,5,26,69
3418,100,25,14,61
3417,100,33,13,54
3416,100,25,14,61
3415,100,7,22,71
3414,100,10,22,68
3413,100,3,25,72
3412,100,7,23,70
3411,100,100,0,0
3410,100,100,0,0
3409,100,100,0,0
3408,100,100,0,0
3407,100,100,0,0
3406,100,100,0,0
3405,100,100,0,0
3404,100,100,0,0
3403,100,100,0,0
3357,100,99,0,1
3356,100,100,0,0
3355,100,100,0,0
3354,100,100,0,0
3353,100,100,0,0
3352,100,100,0,0
3351,100,100,0,0
3350,100,100,0,0
3349,100,100,0,0
3348,100,100,0,0
3347,100,96,0,4
3346,100,99,0,1
3345,100,98,0,2
3344,100,85,0,15
3343,100,90,0,10
3342,100,94,0,6
3341,100,99,0,1
3340,100,99,0,1
3339,100,98,0,2
3338,100,100,0,0
3337,100,100,0,0
3336,100,100,0,0
3335,100,100,0,0
3334,100,100,0,0
3333,100,98,0,2
3332,100,98,0,2
3331,100,100,0,0
3330,100,100,0,0
3329,100,100,0,0
3328,100,100,0,0
3327,100,100,0,0
3326,100,100,0,0
3325,100,100,0,0
3324,100,100,0,0
3323,100,97,1,2
3322,100,97,1,2
3321,100,97,1,2
3320,100,97,1,2
3319,100,96,2,2
3318,100,96,2,2
3317,100,97,1,2
3316,100,97,1,2
3315,100,97,1,2
3314,100,100,0,0
3313,100,100,0,0
3312,100,61,18,21
3311,100,11,24,65
3310,100,12,22,66
3309,100,7,24,69
3308,100,13,25,62
3307,100,9,26,65
3306,100,8,26,66
3305,100,25,16,59
3304,100,32,14,54
3303,100,21,18,61
3302,100,12,23,65
3301,100,9,23,68
3300,100,100,0,0
3299,100,100,0,0
3298,100,100,0,0
3297,100,100,0,0
3296,100,100,0,0
3295,100,100,0,0
3294,100,100,0,0
3293,100,100,0,0
3245,100,100,0,0
3244,100,100,0,0
3243,100,100,0,0
3242,100,100,0,0
3241,100,100,0,0
3240,100,100,0,0
3239,100,100,0,0
3238,100,100,0,0
3237,100,100,0,0
3236,100,100,0,0
3235,100,98,0,2
3234,100,100,0,0
3233,100,100,0,0
3232,100,99,0,1
3231,100,100,0,0
3230,100,90,0,10
3229,100,96,0,4
3228,100,99,0,1
3227,100,99,0,1
3226,100,100,0,0
3225,100,100,0,0
3224,100,100,0,0
3223,100,100,0,0
3222,100,100,0,0
3221,100,100,0,0
3220,100,100,0,0
3219,100,100,0,0
3218,100,100,0,0
3217,100,100,0,0
3216,100,100,0,0
3215,100,100,0,0
3214,100,100,0,0
3213,100,100,0,0
3212,100,100,0,0
3211,100,98,0,2
3210,100,98,0,2
3209,100,98,0,2
3208,100,98,0,2
3207,100,97,1,2
3206,100,97,1,2
3205,100,97,1,2
3204,100,97,1,2
3203,100,97,1,2
3202,100,100,0,0
3201,100,87,7,6
3200,100,6,33,61
3199,100,5,30,65
3198,100,10,25,65
3197,100,9,25,66
3196,100,11,26,63
3195,100,4,28,68
3194,100,3,27,70
3193,100,22,17,61
3192,100,28,15,57
3191,100,16,21,63
3190,100,2,31,67
3189,100,5,28,67
3188,100,100,0,0
3187,100,100,0,0
3186,100,100,0,0
3133,100,100,0,0
3132,100,100,0,0
3131,100,100,0,0
3130,100,100,0,0
3129,100,100,0,0
3128,100,100,0,0
3127,100,100,0,0
3126,100,100,0,0
3125,100,100,0,0
3124,100,100,0,0
3123,100,96,0,4
3122,100,100,0,0
3121,100,100,0,0
3120,100,100,0,0
3119,100,99,0,1
3118,100,96,4,0
3117,100,100,0,0
3116,100,100,0,0
3115,100,98,0,2
3114,100,100,0,0
3113,100,100,0,0
3112,100,100,0,0
3111,100,100,0,0
3110,100,100,0,0
3109,100,100,0,0
3108,100,100,0,0
3107,100,100,0,0
3106,100,100,0,0
3105,100,100,0,0
3104,100,100,0,0
3103,100,100,0,0
3102,100,100,0,0
3101,100,100,0,0
3100,100,100,0,0
3099,100,98,0,2
3098,100,98,0,2
3097,100,98,0,2
3096,100,98,0,2
3095,100,97,1,2
3094,100,97,1,2
3093,100,97,1,2
3092,100,97,1,2
3091,100,49,22,29
3090,100,41,29,30
3089,100,72,17,11
3088,100,9,30,61
3087,100,8,27,65
3086,100,11,22,67
3085,100,9,24,67
3084,100,4,29,67
3083,100,3,28,69
3082,100,1,27,72
3081,100,24,15,61
3080,100,28,15,57
3079,100,15,22,63
3078,100,2,31,67
3077,100,2,30,68
3076,100,100,0,0
3075,100,100,0,0
3021,100,100,0,0
3020,100,100,0,0
3019,100,100,0,0
3018,100,100,0,0
3017,100,100,0,0
3016,100,100,0,0
3015,100,100,0,0
3014,100,100,0,0
3013,100,100,0,0
3012,100,96,0,4
3011,100,99,0,1
3010,100,100,0,0
3009,100,100,0,0
3008,100,98,0,2
3007,100,98,2,0
3006,100,100,0,0
3005,100,100,0,0
3004,100,100,0,0
3003,100,100,0,0
3002,100,100,0,0
3001,100,100,0,0
3000,100,100,0,0
2999,100,100,0,0
2998,100,100,0,0
2997,100,100,0,0
2996,100,100,0,0
2995,100,100,0,0
2994,100,100,0,0
2993,100,100,0,0
2992,100,100,0,0
2991,100,100,0,0
2990,100,100,0,0
2989,100,100,0,0
2988,100,96,0,4
2987,100,96,0,4
2986,100,96,0,4
2985,100,96,0,4
2984,100,95,1,4
2983,100,95,1,4
2982,100,93,1,6
2981,100,93,1,6
2980,100,8,30,62
2979,100,5,31,64
2978,100,7,30,63
2977,100,11,27,62
2976,100,8,25,67
2975,100,12,21,67
2974,100,7,24,69
2973,100,4,26,70
2972,100,3,28,69
2971,100,2,27,71
2970,100,24,15,61
2969,100,28,15,57
2968,100,15,22,63
2967,100,2,31,67
2910,100,100,0,0
2909,100,100,0,0
2908,100,100,0,0
2907,100,100,0,0
2906,100,100,0,0
2905,100,100,0,0
2904,100,100,0,0
2903,100,100,0,0
2902,100,100,0,0
2901,100,99,0,1
2900,100,100,0,0
2899,100,100,0,0
2898,100,98,2,0
2897,100,100,0,0
2896,100,100,0,0
2895,100,100,0,0
2894,100,100,0,0
2893,100,100,0,0
2892,100,100,0,0
2891,100,100,0,0
2890,100,100,0,0
2889,100,100,0,0
2888,100,100,0,0
2887,100,100,0,0
2886,100,100,0,0
2885,100,100,0,0
2884,100,100,0,0
2883,100,100,0,0
2882,100,100,0,0
2881,100,100,0,0
2880,100,100,0,0
2879,100,100,0,0
2878,100,96,0,4
2877,100,96,0,4
2876,100,96,0,4
2875,100,96,0,4
2874,100,96,0,4
2873,100,95,1,4
2872,100,93,1,6
2871,100,93,1,6
2870,100,3,30,67
2869,100,5,28,67
2868,100,3,29,68
2867,100,6,27,67
2866,100,4,27,69
2865,100,5,27,68
2864,100,6,26,68
2863,100,9,24,67
2801,100,20,24,56
2800,100,20,24,56
2799,100,19,23,58
2798,100,98,2,0
2797,100,98,0,2
2796,100,99,0,1
2795,100,100,0,0
2794,100,97,0,3
2793,100,97,0,3
2792,100,95,0,5
2791,100,99,0,1
2790,100,98,0,2
2789,100,98,2,0
2788,100,100,0,0
2787,100,100,0,0
2786,100,100,0,0
2785,100,100,0,0
2784,100,100,0,0
2783,100,100,0,0
2782,100,100,0,0
2781,100,100,0,0
2780,100,100,0,0
2779,100,100,0,0
2778,100,100,0,0
2777,100,100,0,0
2776,100,100,0,0
2775,100,100,0,0
2774,100,100,0,0
2773,100,100,0,0
2772,100,100,0,0
2771,100,100,0,0
2770,100,96,0,4
2769,100,96,0,4
2768,100,96,0,4
2767,100,96,0,4
2766,100,96,0,4
2765,100,93,1,6
2764,100,93,1,6
2763,100,93,1,6
2762,100,6,28,66
2761,100,3,28,69
2760,100,4,29,67
2759,100,3,28,69
2758,100,10,24,66
2757,100,9,27,64
2756,100,0,31,69
2693,100,25,23,52
2692,100,26,22,52
2691,100,25,22,53
2690,100,100,0,0
2689,100,99,0,1
2688,100,100,0,0
2687,100,99,0,1
2686,100,99,0,1
2685,100,98,0,2
2684,100,99,0,1
2683,100,100,0,0
2682,100,100,0,0
2681,100,100,0,0
2680,100,100,0,0
2679,100,100,0,0
2678,100,100,0,0
2677,100,100,0,0
2676,100,100,0,0
2675,100,100,0,0
2674,100,100,0,0
2673,100,100,0,0
2672,100,100,0,0
2671,100,100,0,0
2670,100,100,0,0
2669,100,100,0,0
2668,100,100,0,0
2667,100,100,0,0
2666,100,100,0,0
2665,100,96,0,4
2664,100,96,0,4
2663,100,96,0,4
2662,100,94,0,6
2661,100,93,1,6
2660,100,93,1,6
2659,100,93,1,6
2658,100,17,21,62
2657,100,9,24,67
2656,100,5,27,68
2655,100,6,26,68
2654,100,6,28,66
2653,100,7,30,63
2652,100,15,24,61
2589,100,69,4,27
2588,100,69,4,27
2587,100,69,4,27
2586,100,100,0,0
2585,100,100,0,0
2584,100,96,0,4
2583,100,99,0,1
2582,100,98,0,2
2581,100,98,0,2
2580,100,98,2,0
2579,100,100,0,0
2578,100,100,0,0
2577,100,100,0,0
2576,100,100,0,0
2575,100,100,0,0
2574,100,100,0,0
2573,100,100,0,0
2572,100,100,0,0
2571,100,100,0,0
2570,100,100,0,0
2569,100,100,0,0
2568,100,100,0,0
2567,100,100,0,0
2566,100,100,0,0
2565,100,100,0,0
2564,100,96,0,4
2563,100,94,0,6
2562,100,94,0,6
2561,100,94,0,6
2560,100,93,1,6
2559,100,93,1,6
2558,100,93,1,6
2557,100,45,14,41
2556,100,34,19,47
2555,100,24,20,56
2554,100,19,20,61
2553,100,9,26,65
2552,100,15,27,58
2551,100,14,27,59
2488,100,98,0,2
2487,100,98,0,2
2486,100,98,0,2
2485,100,100,0,0
2484,100,99,0,1
2483,100,97,0,3
2482,100,100,0,0
2481,100,100,0,0
2480,100,100,0,0
2479,100,100,0,0
2478,100,100,0,0
2477,100,100,0,0
2476,100,100,0,0
2475,100,100,0,0
2474,100,100,0,0
2473,100,100,0,0
2472,100,100,0,0
2471,100,100,0,0
2470,100,100,0,0
2469,100,100,0,0
2468,100,100,0,0
2467,100,100,0,0
2466,100,96,0,4
2465,100,96,0,4
2464,100,96,0,4
2463,100,95,0,5
2462,100,94,1,5
2461,100,93,1,6
2460,100,93,1,6
2459,100,78,7,15
2458,100,61,13,26
2457,100,40,17,43
2456,100,30,17,53
2455,100,21,22,57
2454,100,1,35,64
2453,100,0,36,64
2391,100,95,0,5
2390,100,100,0,0
2389,100,98,0,2
2388,100,98,0,2
2387,100,100,0,0
2386,100,97,0,3
2385,100,99,0,1
2384,100,100,0,0
2383,100,100,0,0
2382,100,100,0,0
2381,100,100,0,0
2380,100,100,0,0
2379,100,100,0,0
2378,100,100,0,0
2377,100,100,0,0
2376,100,100,0,0
2375,100,100,0,0
2374,100,100,0,0
2373,100,100,0,0
2372,100,100,0,0
2371,100,96,0,4
2370,100,96,0,4
