"Feature","Feature Name","Target","Total Amount","Contributing Amount Held","Occurrence Target ","Occurrences Held","Target Met","Target available","Amount Held available","Contributing Amount Held available","Occurrence Target available","Occurrences Held available","Target Met available","Target partial","Amount Held partial","Contributing Amount Held partial","Occurrence Target partial","Occurrences Held partial","Target Met partial","Target reserved","Amount Held reserved","Contributing Amount Held reserved","Occurrence Target reserved","Occurrences Held reserved","Target Met reserved",MPM
28,ECHINODERM,30.912000,103.040000,31.180000,0,40,yes,0.000000,70.300000,0.000000,0.000000,104.000000,,0.000000,7.800000,6.240000,0.000000,10.000000,,0.000000,24.940000,24.940000,0.000000,30.000000,,1.000000
27,SAND,142.317000,474.390000,138.672000,0,322,no,0.000000,320.540000,0.000000,0.000000,580.000000,,0.000000,75.890000,60.712000,0.000000,157.000000,,0.000000,77.960000,77.960000,0.000000,165.000000,,0.974388
26,REEFAWASH,64.260000,214.200000,46.808000,0,190,no,0.000000,163.270000,0.000000,0.000000,487.000000,,0.000000,20.610000,16.488000,0.000000,75.000000,,0.000000,30.320000,30.320000,0.000000,115.000000,,0.728416
25,REEF,328.281000,1094.270000,328.460000,0,554,yes,0.000000,733.610000,0.000000,0.000000,1221.000000,,0.000000,161.000000,128.800000,0.000000,248.000000,,0.000000,199.660000,199.660000,0.000000,306.000000,,1.000000
24,MOLLUSCS2,48.978000,163.260000,48.996000,0,71,yes,0.000000,112.080000,0.000000,0.000000,142.000000,,0.000000,10.920000,8.736000,0.000000,21.000000,,0.000000,40.260000,40.260000,0.000000,50.000000,,1.000000
23,MOLLUSCS1,13.245000,44.150000,13.600000,0,21,yes,0.000000,29.730000,0.000000,0.000000,54.000000,,0.000000,4.100000,3.280000,0.000000,7.000000,,0.000000,10.320000,10.320000,0.000000,14.000000,,1.000000
22,SEAGR_REEF,72.204000,240.680000,49.876000,0,126,no,0.000000,182.950000,0.000000,0.000000,313.000000,,0.000000,39.270000,31.416000,0.000000,77.000000,,0.000000,18.460000,18.460000,0.000000,49.000000,,0.690765
21,ISLNDISLET,0.792000,2.640000,1.076000,0,19,yes,0.000000,1.370000,0.000000,0.000000,29.000000,,0.000000,0.970000,0.776000,0.000000,10.000000,,0.000000,0.300000,0.300000,0.000000,9.000000,,1.000000
20,INTERLEDGE,28.209000,94.030000,22.088000,0,109,no,0.000000,69.300000,0.000000,0.000000,310.000000,,0.000000,13.210000,10.568000,0.000000,54.000000,,0.000000,11.520000,11.520000,0.000000,55.000000,,0.783013
19,CORAL3,93.045000,310.150000,72.802000,0,125,no,0.000000,228.720000,0.000000,0.000000,324.000000,,0.000000,43.140000,34.512000,0.000000,60.000000,,0.000000,38.290000,38.290000,0.000000,65.000000,,0.782439
18,CORAL2,26.310000,87.700000,17.752000,0,46,no,0.000000,66.200000,0.000000,0.000000,101.000000,,0.000000,18.740000,14.992000,0.000000,41.000000,,0.000000,2.760000,2.760000,0.000000,5.000000,,0.674724
17,CORAL1,74.082000,246.940000,74.242000,0,105,yes,0.000000,166.860000,0.000000,0.000000,276.000000,,0.000000,29.190000,23.352000,0.000000,40.000000,,0.000000,50.890000,50.890000,0.000000,65.000000,,1.000000
16,RSF,0.144000,0.480000,0.184000,0,2,yes,0.000000,0.260000,0.000000,0.000000,7.000000,,0.000000,0.180000,0.144000,0.000000,1.000000,,0.000000,0.040000,0.040000,0.000000,1.000000,,1.000000
15,PARDUNES,0.381000,1.270000,0.614000,0,5,yes,0.000000,0.620000,0.000000,0.000000,13.000000,,0.000000,0.180000,0.144000,0.000000,1.000000,,0.000000,0.470000,0.470000,0.000000,4.000000,,1.000000
14,PUD,4.746000,15.820000,5.244000,0,48,yes,0.000000,9.880000,0.000000,0.000000,112.000000,,0.000000,3.480000,2.784000,0.000000,26.000000,,0.000000,2.460000,2.460000,0.000000,22.000000,,1.000000
13,BEACH,4.476000,14.920000,4.482000,0,41,yes,0.000000,9.910000,0.000000,0.000000,110.000000,,0.000000,2.640000,2.112000,0.000000,18.000000,,0.000000,2.370000,2.370000,0.000000,23.000000,,1.000000
12,APUF,0.294000,0.980000,0.380000,0,9,yes,0.000000,0.510000,0.000000,0.000000,13.000000,,0.000000,0.450000,0.360000,0.000000,8.000000,,0.000000,0.020000,0.020000,0.000000,1.000000,,1.000000
11,ABAS,0.156000,0.520000,0.180000,0,2,yes,0.000000,0.340000,0.000000,0.000000,7.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.180000,0.180000,0.000000,2.000000,,1.000000
10,DEEP,11.931000,39.770000,12.194000,0,20,yes,0.000000,24.930000,0.000000,0.000000,44.000000,,0.000000,13.230000,10.584000,0.000000,18.000000,,0.000000,1.610000,1.610000,0.000000,2.000000,,1.000000
9,MEDIUM,261.228000,870.760000,223.118000,0,381,no,0.000000,625.450000,0.000000,0.000000,1051.000000,,0.000000,110.960000,88.768000,0.000000,171.000000,,0.000000,134.350000,134.350000,0.000000,210.000000,,0.854112
8,SHALLOW,419.085000,1396.950000,400.090000,0,565,no,0.000000,962.240000,0.000000,0.000000,1335.000000,,0.000000,173.100000,138.480000,0.000000,229.000000,,0.000000,261.610000,261.610000,0.000000,336.000000,,0.954675
7,INVERT,161.826000,539.420000,161.942000,0,194,yes,0.000000,368.410000,0.000000,0.000000,465.000000,,0.000000,45.340000,36.272000,0.000000,55.000000,,0.000000,125.670000,125.670000,0.000000,139.000000,,1.000000
6,FISH3,9.270000,30.900000,9.364000,0,16,yes,0.000000,20.950000,0.000000,0.000000,40.000000,,0.000000,2.930000,2.344000,0.000000,4.000000,,0.000000,7.020000,7.020000,0.000000,12.000000,,1.000000
5,FISH2,5.616000,18.720000,0.802000,0,2,no,0.000000,17.830000,0.000000,0.000000,30.000000,,0.000000,0.440000,0.352000,0.000000,1.000000,,0.000000,0.450000,0.450000,0.000000,1.000000,,0.142806
4,FISH1,16.698000,55.660000,16.894000,0,25,yes,0.000000,38.010000,0.000000,0.000000,57.000000,,0.000000,3.780000,3.024000,0.000000,6.000000,,0.000000,13.870000,13.870000,0.000000,19.000000,,1.000000
3,SEAGRASS2,12.810000,42.700000,24.220000,0,33,yes,0.000000,18.480000,0.000000,0.000000,30.000000,,0.000000,-0.000000,-0.000000,0.000000,0.000000,,0.000000,24.220000,24.220000,0.000000,33.000000,,1.000000
2,SEAGRASS1,19.134000,63.780000,13.324000,0,28,no,0.000000,50.450000,0.000000,0.000000,89.000000,,0.000000,0.030000,0.024000,0.000000,1.000000,,0.000000,13.300000,13.300000,0.000000,27.000000,,0.696352
1,SEAGRASS,51.012000,170.040000,26.314000,0,45,no,0.000000,142.750000,0.000000,0.000000,217.000000,,0.000000,4.880000,3.904000,0.000000,11.000000,,0.000000,22.410000,22.410000,0.000000,34.000000,,0.515839
